,ID,Ref,tw,hw,lw,lbe,fc,fyb,fyw,rouYb,rouYw,Loading,P,Vmax,Drift,loadCoeff
ok,Jiang_DSW-1A,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-88",67,933,1667,95,19,325,325,0.0192,0.0099,C,0,316.3,7.5,0
ok,Jiang_DSW-1B,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-89",67,933,1667,95,19,325,325,0.0192,0.0099,C,200000,399.5,8.8,0.110297914
ok,Jiang_DSW-1C,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-90",67,933,1667,95,19,325,325,0.0192,0.0099,C,400000,487.9,8.1,0.220595829
ok,Jiang_DSW-2A,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-91",67,933,1667,95,17,297,325,0.0310,0.0099,C,0,307.3,7.4,0
ok,Jiang_DSW-2B,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-92",67,933,1667,95,17,297,325,0.0310,0.0099,C,200000,381.1,6.2,0.126909046
ok,Jiang_DSW-2C,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-93",67,933,1667,95,17,297,325,0.0310,0.0099,C,400000,469.1,6,0.253818092
ok,Jiang_DSW-3A,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-94",67,933,1667,95,16,291,325,0.0503,0.0099,C,0,307.7,6,0
ok,Jiang_DSW-3B,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-95",67,933,1667,95,16,291,325,0.0503,0.0099,C,200000,393.6,5.4,0.130042603
ok,Jiang_DSW-3C,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-96",67,933,1667,95,16,291,325,0.0503,0.0099,C,400000,473,6.1,0.260085205
,Jiang_SSW-T,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-97",75,2900,1000,140,24,289,289,0.0233,0.0091,C,200000,124.65,18,0.130176552
,Jiang_DSW-T,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-98",75,2900,1000,140,25,289,289,0.0233,0.0091,C,200000,90.04,70,0.125994173
,Ji_SW1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 86-101",60,3000,1000,170,15,413,453,0.0940,0.0040,C,220000,91.6,23.4,0.296272355
ok,Zhou_SW1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,200,37,526.7,345,0.0372,0.0070,C,400000,139.9,34,0.186908246
ok,Zhou_SW2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,200,37,526.7,345,0.0372,0.0070,C,0,154.5,35,0
ok,Zhou_SW3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,200,37,526.7,345,0.0372,0.0070,C,0,136.6,34,0
ok,Zhou_SW4,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,200,37,526.7,345,0.0372,0.0070,C,400000,168.7,30,0.186908246
ok,SHW1,"Tasnimi, A.A. (2000),",50,1100,500,50,22,250,250,0.0224,0.0028,C,0,15.42,16,0
ok,SHW2,"Tasnimi, A.A. (2000),",50,1100,500,50,22,250,250,0.0224,0.0028,C,0,19.56,11,0
ok,SHW3,"Tasnimi, A.A. (2000),",50,1100,500,50,23,250,250,0.0224,0.0028,C,0,17.5,11,0
ok,SHW4,"Tasnimi, A.A. (2000),",50,1100,500,50,24,250,250,0.0224,0.0028,C,0,19.76,14,0
,SW-1,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,323.85,51,415,415,0.0027,0.0027,M,415353,117.878,160.025,0.065920409
,SW-2,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,323.85,47,451,451,0.0100,0.0100,M,430365,184.156,160.025,0.073778718
,SW-3,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,323.85,47,455,455,0.0300,0.0300,M,420357,293.583,160.025,0.073143191
,SW-4,"Cardenas, A. E., and Magura, D. D. (1973)",76,3658,1905,323.85,47,414,414,0.0300,0.0300,M,430365,483.077,91.45,0.075206693
,SW-5,"Cardenas, A. E., and Magura, D. D. (1973)",76,3658,1905,323.85,41,414,414,0.0767,0.0100,M,425361,483.077,91.45,0.08492504
,SW-6,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,323.85,41,434,434,0.0767,0.0100,M,430365,322.496,160.025,0.085295396
