  -0.000356650  -0.000337452  -0.000289223  -0.000227680  -0.000189130
  -0.000110198   0.000054096  -0.000016537  -0.000308870  -0.000490311
  -0.000540842  -0.000379030  -0.000297342  -0.000389936  -0.000282364
  -0.000469859  -0.000708404  -0.000606854  -0.000778908  -0.000844112
  -0.000899359  -0.001291695  -0.001499482  -0.001537448  -0.000865402
  -0.000451130  -0.000335995  -0.000293837   0.000040961   0.000302864
   0.000001445   0.000048240   0.000105876   0.000090999   0.000539565
   0.000708878   0.001119828   0.001508321   0.001943986   0.002209050
   0.001459655   0.000750145  -0.000362126  -0.001666065  -0.001804156
  -0.001607859  -0.001762508  -0.001967702  -0.003264497  -0.004069089
  -0.003704716  -0.003179233  -0.002269276  -0.001905480  -0.001930924
  -0.001704272  -0.001350349  -0.001046545  -0.000535644  -0.000607795
  -0.000649833   0.000026476   0.001089026   0.000904528   0.000586941
  -0.000024183  -0.000049794   0.000884708   0.001807010   0.002984415
   0.003673474   0.003326439   0.001800317   0.001777122   0.002998031
   0.002885326   0.002773416   0.002633111   0.002602103   0.001510260
  -0.000679310  -0.001399739  -0.001731279  -0.002978072  -0.003789610
  -0.003184174  -0.002007703  -0.001401972  -0.001094583  -0.001853952
  -0.001701068  -0.000563791  -0.001082505   0.000748495   0.003311492
   0.005951674   0.007395202   0.006865190   0.004939221   0.004570505
   0.004109750   0.002720158   0.003800914   0.003170170   0.000618525
  -0.001455523  -0.004891180  -0.003310432  -0.001015864  -0.000363706
   0.001292574   0.000523898  -0.004304283  -0.005883526  -0.003590705
  -0.001100723  -0.000016797  -0.000395461   0.002095008   0.005534602
   0.005384189   0.003658237   0.002238660   0.000726907  -0.001262346
  -0.003453955  -0.004810579  -0.003789137  -0.000414447  -0.000350201
   0.000436327   0.000450137   0.001033137   0.001223546   0.001235813
   0.003614508   0.002765115   0.001928281   0.001391034   0.001550124
   0.000000098   0.000277796   0.001673915   0.002662717   0.001434476
  -0.002310526  -0.004222730  -0.005142390  -0.007272523  -0.005297099
  -0.002588870  -0.002860404  -0.003721361  -0.005730231  -0.003981550
  -0.000940734   0.000750410   0.002311248   0.003585517   0.003807175
   0.003003944   0.001865583   0.000812809   0.000692843   0.000075140
  -0.000727714   0.002428683   0.006800972   0.009910669   0.009596953
   0.011949343   0.015547467   0.014942467   0.011042293   0.009096562
   0.008668971   0.006045460   0.003523580   0.003602864   0.000119676
  -0.005625885  -0.008897329  -0.007985672  -0.006163805  -0.006948701
  -0.006341974  -0.003806984  -0.006514130  -0.010197179  -0.007700131
  -0.000871224   0.003925123   0.004087583   0.003712885   0.001142453
   0.001569305   0.001990401   0.001394317   0.001403358   0.003724133
   0.004386249   0.003881460   0.000134545   0.000417225   0.003618678
   0.003782518   0.002544536   0.001284515  -0.003535901  -0.005126989
  -0.005472483  -0.003117355   0.000606846   0.001368388   0.000127097
  -0.000947367   0.001579110   0.003135939   0.001746862  -0.003037169
  -0.011647270  -0.012461177  -0.013656244  -0.007570431   0.001320990
   0.004714236   0.005129507   0.003844033   0.000354373  -0.003893811
  -0.008956450  -0.007574119  -0.005496505  -0.005417199  -0.006817068
  -0.004925146  -0.001028219  -0.002162861  -0.000654675   0.001541273
  -0.002490201  -0.006173713  -0.007351491  -0.006182346  -0.002061350
  -0.000308513   0.000544182   0.000682275   0.004669452   0.008952369
   0.011169286   0.007455496   0.005521171   0.005764594   0.002641907
   0.000262622  -0.000286810  -0.000202231  -0.003497588  -0.005905523
  -0.003793478  -0.001945127  -0.000343569   0.001823181   0.002800080
   0.004088725   0.003643211   0.005198647   0.005563175   0.002590221
   0.003178846   0.004347396   0.000868023  -0.002846682  -0.001327181
  -0.001280400  -0.004769036  -0.005178914  -0.003295812  -0.002439708
  -0.001746685   0.000340742   0.003261641   0.002456492  -0.000376750
  -0.003071184  -0.004954306  -0.006224163  -0.001207641   0.004238914
   0.001922471  -0.001079674  -0.002567560  -0.004132672  -0.004437241
  -0.004872888  -0.005470491  -0.006339539  -0.005332434  -0.001020580
   0.002870198   0.003004274   0.004919294   0.004830493  -0.001635483
  -0.003574042  -0.003409664  -0.004855993  -0.006622341  -0.005382196
  -0.003039662  -0.003070424  -0.006844601  -0.005487899  -0.003492074
  -0.003491536  -0.004243713  -0.002389964  -0.000785811  -0.001131387
  -0.000294566  -0.000911790   0.004792817   0.008180384   0.006883790
   0.004924833   0.005520934   0.010412060   0.011705896   0.006542800
   0.006725890   0.008436060   0.003121718   0.000759371   0.001935114
   0.000570004  -0.001781323  -0.002737285  -0.002742117  -0.001137883
   0.000299676  -0.000148672  -0.001710442   0.000743970   0.005734766
   0.010762829   0.007487412   0.005863796   0.008030574   0.004823868
   0.001900661   0.000025326  -0.002333912  -0.003728055  -0.003947130
  -0.002768271   0.001351621   0.003548217   0.003792924   0.003926442
   0.001178232   0.000359953   0.003212422   0.003146270   0.001460372
   0.002187386   0.005691580   0.007508578   0.009839431   0.010237407
   0.009507777   0.006856093   0.003762800   0.003457555   0.002019808
  -0.002369684   0.000745998   0.005547536   0.003502681   0.003177512
   0.004949568   0.005518109   0.004071947   0.002671583   0.005072019
   0.004981221  -0.001379270  -0.003184164  -0.003383660  -0.002167097
  -0.003880795  -0.005860573  -0.007821928  -0.006829708  -0.002810039
  -0.002364570  -0.003118454  -0.002700594  -0.001713578  -0.001977573
  -0.003457497  -0.000518086   0.002871653   0.002525334   0.001905366
   0.004005611   0.005353804   0.003898116   0.003737800   0.005672705
   0.002387243   0.001521691   0.000471017  -0.000355203  -0.000749054
  -0.001722927  -0.001498844  -0.001200707  -0.001327883   0.000798220
   0.003142679   0.001870682  -0.000487237   0.000677421   0.002294283
   0.001480254   0.000343301  -0.001823891  -0.002997054  -0.003504273
  -0.002698252   0.001443394  -0.000069576  -0.002001558  -0.001365517
  -0.003248262  -0.003585940  -0.005608427  -0.007959893  -0.008508595
