0.89283	1.18343
1.76333	17.70938
3.51816	40.54541
5.81399	59.46629
7.75589	76.0203
9.87954	90.22148
12.36882	98.14533
13.79097	102.89777
13.45616	86.38586
11.15819	69.03665
8.68167	51.68277
5.85226	31.17618
3.37892	11.46479
1.61027	-1.15537
-0.86306	-20.86676
-2.98034	-39.78296
-5.09973	-57.12749
-7.40301	-70.54752
-9.52347	-87.1062
-10.76493	-93.42564
-12.71957	-100.54961
-10.43224	-75.34205
-8.49353	-56.43053
-4.95624	-31.19021
-2.47547	-16.97968
-0.355	-0.42098
1.76546	16.13771
3.52666	34.25872
5.8225	53.1796
8.2969	72.10516
10.42374	83.94883
11.84057	92.63045
13.97378	99.7591
12.74615	83.2238
10.09318	64.29356
8.3256	50.88757
6.38795	31.19021
3.55536	13.04114
1.43171	-1.16004
-0.32737	-20.85273
-2.97927	-40.56879
-5.98618	-61.86589
-8.28415	-79.2151
-10.58742	-92.63512
-12.19132	-95.03473
-10.96156	-80.0711
-9.19929	-62.73593
-6.01275	-42.21999
-2.29477	-18.54667
-0.88751	-2.79253
0.87901	11.3993
3.70097	37.40674
8.48397	65.82314
12.0287	85.5626
16.47369	99.82459
18.24128	113.23058
17.36864	98.27631
14.89849	76.20741
12.07015	54.91499
8.70186	36.75188
5.69708	13.88311
2.50416	-1.91781
0.38264	-17.69067
-6	-51.65002
-9.54367	-72.17532
-12.73233	-91.11958
-15.21523	-103.75845
-16.81169	-111.65891
-15.41187	-90.40391
-12.58353	-69.11149
-9.57449	-49.38607
-6.21151	-27.29378
-3.1961	-12.28337
-0.53676	1.93185
2.11833	19.29041
5.31125	35.09133
7.97059	49.30655
11.32932	74.54218
15.40337	99.01069
19.12985	116.39732
21.43738	126.674
22.50983	125.91622
21.63507	112.53362
18.26891	92.79884
15.44163	70.72058
12.07653	50.19997
9.24074	34.4084
5.87564	13.88778
2.33198	-6.63751
-2.63384	-31.91524
-6.17538	-54.01221
-8.65616	-68.22275
-11.3155	-82.43797
-14.86236	-100.60575
-18.05102	-119.55002
-20.7178	-128.26437
-18.97042	-99.9275
-16.14739	-74.70589
-12.25509	-47.88456
-8.17998	-24.20189
-5.87564	-11.5677
-1.96634	2.68026
1.58477	17.7047
5.662	39.8157
10.10487	55.64937
12.23277	66.70721
16.13888	83.31268
19.15217	99.89475
21.27688	113.3101
21.99646	109.39963
16.86377	75.47302
12.43791	47.06598
6.93959	19.4167
2.15766	-9.78553
-2.98034	-39.78296
-7.95252	-60.34567
-11.49619	-80.87097
-14.69336	-93.52854
-18.41772	-112.48685
-20.37662	-116.46748
-18.09247	-88.9024
-14.73694	-61.30926
-11.3729	-40.00281
-7.47423	-17.89648
-4.28237	-1.30973
-0.1977	15.30042
4.23242	40.56412
9.74349	58.78336
13.47104	75.38415
16.66608	89.6134
18.9736	99.89008
22.87759	118.06721
23.94048	124.38197
26.96865	129.96234
27.51178	124.47552
26.10345	109.50722
22.56191	87.41025
20.08964	66.91302
16.37272	42.45387
12.29229	22.70038
9.10044	6.11362
3.6	-19.96398
0.22321	-31.8404
-4.21754	-49.24574
-8.65616	-68.22275
-13.09265	-88.77143
-16.81807	-106.94389
-19.1256	-117.22057
-20.72099	-125.90687
-22.85846	-129.89218
-25.53056	-134.67737
-23.9543	-111.84602
-20.95164	-87.40557
-17.59291	-62.16994
-14.04925	-41.64464
-10.67458	-28.19655
-6.41027	-12.36757
-2.50629	5.80958
1.57839	22.41972
6.73552	38.27209
11.70345	61.97816
15.61063	77.79779
20.04925	96.7748
22.71497	106.27499
25.0225	116.55167
27.33322	124.47085
28.57786	128.43277
27.17272	111.10696
23.99575	83.51849
21.16847	61.44023
16.91798	35.39537
12.12755	12.47983
7.33605	-9.64988
1.29035	-28.66899
-3.86041	-49.23638
-9.01647	-65.8746
-13.98973	-85.65147
-17.18795	-97.52322
-21.80408	-117.29073
-23.40159	-124.40536
-26.24694	-133.1244
-27.67121	-136.30516
-26.0992	-110.33047
-21.32365	-76.41322
-17.42604	-53.52106
-13.51993	-36.91559
-9.78813	-23.45815
-4.81488	-3.68127
4.60443	29.57177
10.28025	58.01155
16.49814	81.75036
22.00709	101.54127
26.9899	114.24562
29.83632	122.17883
32.51054	125.39233
31.98866	115.16243
29.6992	91.52654
26.33516	70.22008
22.61293	49.69011
19.60602	28.39301
15.34491	10.20652
10.90416	-7.19882
6.63667	-20.6703
2.01205	-34.15113
-2.4372	-45.26978
-10.0868	-66.68849
-13.81329	-84.07512
-19.49017	-111.72907
-26.42338	-134.70074
-30.70895	-134.81302
-29.48981	-111.99102
-24.70895	-82.00294
-19.74207	-57.51105
